text,label,lang
murtasim shadi to nahi karyga haya seitna im sure,neutral,roman_ur
صباح الخير لقلبك الذي يستحق شيء جميل🤍,positive,ar
بڑھتی ہوئی آبادی کا مقابلہ کرنے کے لیے تعلیم اور آگاہی اہم ہے۔,positive,ur
یہ حکومتی پالیسی صحت کے شعبے میں مثبت تبدیلی لائے گی۔,positive,ur
قناة روسيا اليوم وزير الاقتصاد الإسرائيلي سنفعل بإيران فعلناه بحماس إذا انضم حزب الله إلى الحرب عبر تطبيق نبض,neutral,ar
I said oh yea this is it with a grin.,positive,en
مجھے بخار اور کھانسی ہے، کیا کوئی فوری علاج بتایا جا سکتا ہے؟,neutral,ur
یہ کتاب پڑھ کر مجھے بہت علم حاصل ہوا۔,positive,ur
lajawab,positive,roman_ur
یہ بازار بہت گنجان ہے۔,negative,ur
miss salon ne helen keller ke hath par alfaz likh likh kar ehsasat ke zarye ese horf e tahaji se mutarif karaya,neutral,roman_ur
مجھے بخار ہے اور میرا گلا بھی خراب ہے۔,negative,ur
jis tarah diwar se kil nikalne ky bad b sorakh maujod rehta hai qatil,negative,roman_ur
آبادی کنٹرول کے لیے بہتر منصوبہ بندی کی ضرورت ہے۔,positive,ur
khud jala kar kiy dikhenge aiya hai allah pak ki mar pari isko,positive,roman_ur
allah pak k gher ko dekh ker jo dily sakun milta hai wo bohet badbakhat hai jo ye lanty herket karta hai,negative,roman_ur
الأمه الإسلامية تملك أسباب المنعة والقوة والنصر، لكنه سبحانه وتعالى سلط عليها شذاذ الآفاق، وأراذل الأمم ببعدها ربها ويقينها,positive,ar
یہ نصابی کتاب بہت دلچسپ اور معلوماتی ہے۔,positive,ur
یہ نصابی کتاب بہت جامع ہے۔,positive,ur
My girlfriend bought two meals.,neutral,en
المقصود بالمهارات الناعمة؟ المهارات الناعمة مجموعة القدرات والمهارات الشخصية التي تساعد الفرد على تحسين تعامله الآخرين وتحقيق التواصل الفعال بين هذه المهارات الناعمة المهمة يتبع إدارة التطويرالتنظيمي إدارةالتغيير القيادة المهاراتالناعمة مفاهيم,neutral,ar
عرط حكي وبطولات,neutral,ar
نوزائیدہ بچوں کی صحت کا خیال رکھنا بہت ضروری ہے۔,positive,ur
تحذير أميركي بعد هجوم المقاومة على إسرائيل الوكيل الاخباري,negative,ar
agar allah pak ka wale iss dor qatil ma dekhna ho to per raza saqib co daikh lo ma sha allah,positive,roman_ur
"Friday morning I opened our curtains wide to see the view, and got to see the view of our room at the same time.",neutral,en
My family took my wife here to eat.,neutral,en
They are great service people always.,positive,en
آبادی کا کنٹرول ملک کی معاشی خوشحالی کے لیے ضروری ہے۔,positive,ur
Every conceivable mistake a director could make in filming opera has been perpetrated here .,negative,en
كتائب القسام قصفنا أسدود المحتلة برشقة صاروخية ردا على استهداف المدنيين التاجالإخباري الاردن التاجالإخباري عاجل,neutral,ar
they use to be GREAT I loved the owners went out of their way to be nice.,positive,en
aunty ko salaam,neutral,roman_ur
اسکول میں نظم و ضبط کی کمی ہے۔,negative,ur
یہ کتاب پڑھ کر بہت مزہ آیا۔,positive,ur
aaj hny ko hai mgr koe action ni lia abhi tak bs boli jarihana hain boli jarihana hain niazi bahir baitha hai courts aag lgwany walo ko chori jarhi hain orapki taqreerain ni khatam hurhin kon saza dyga unko kon niazi jaise gleez drindy international agent ko saza dyga,positive,roman_ur
ksi ny liya hai in sy,neutral,roman_ur
bad azaa inhe mein aik behri jahaz ke zariye england bhej diya gaya,neutral,roman_ur
یونیورسٹی نے نتائج کا اعلان کر دیا ہے۔,positive,ur
I willed myself to try to go up to one of the friendly workers.,positive,en
We ended up getting several appetizers because of the happy hour special.,neutral,en
Would come back even if I could eat for free.,positive,en
bahut dard hai is serial main din tak main roya tha kyu ki din pora episode complete kya tha bahut heart touching love story hain,negative,roman_ur
qayam e pakistan ke bad har hakomat ki galat policyon ko hadaf e tankeed banate rahna un ke akhbar ki policy or un ki zindagi ka maqsad thera or wo intehae jurrat or bebaki se azadi e sahafat or jamhoriyat ki jang larti rahe,positive,roman_ur
میں آج بخار اور کھانسی محسوس کر رہا ہوں۔,negative,ur
jo roz suntein hai un ko bhi duaon main yad rakhien ga,positive,roman_ur
or tum log kise student ho parhte he ni,negative,roman_ur
تفوت الفرصة المذهلة للتوفير اشترِي ورق امريكي بنصف السعر التواصل عبر الواتس,neutral,ar
الحماس فتت احكي لبابا بكرا بدنا نفطر بالأقصى,positive,ar
han print ker kay lay ja,neutral,roman_ur
کیا آپ مجھے اس تنظیم کے رابطے کی تفصیلات بتا سکتے ہیں؟,neutral,ur
mere saqi ka mj pe karam hogea,positive,roman_ur
There are a bunch of restaurants nearby (some with some great reviews on Yelp!).,positive,en
main ny aj tk kabhe pakistani drama serial dekhe hi nhe hai aur muje is drama serial k kisi artist ka nam bhe nhe pata lekin bas achanak humtv par yeh drama serial dekha bhut acha laga ab main daily yeh drama serial dekh raha hn raju hina bhut acha kam kiya hai ap donoo ny hats off to u aur han madam kahan hai un ko wapas lyein drama serial mhum miss kar rahe hain unhein,positive,roman_ur
shiddat e ahsas or halat ke jabar se mahfoz rahine ka un ka apna tariqa tha or yai zindagi se farar nahi balke us ka samina karni ke liye tha,positive,roman_ur
مجھے اس مضمون کو سمجھنے میں مدد کی ضرورت ہے۔,negative,ur
کیا آپ مجھے اس مضمون کے بارے میں کچھ بتا سکتے ہیں؟,neutral,ur
يستاهل يستاهل,positive,ar
ہسپتال میں ڈاکٹروں کی تعداد کم ہے۔,negative,ur
allah qatil salamat lakhe jo mujhe comments kare or lekh kalma,positive,roman_ur
شہری علاقوں میں آبادی کا دباؤ بڑھ رہا ہے۔,negative,ur
اساتذہ کی طرف سے فراہم کردہ معلومات بہت کارآمد ہیں۔,positive,ur
dasht e tanhai main ae jan e jahan larza an hain qatil teri agosh ke sy qatil teri hounton ke saraab phir faiz ahmed faiz ki ek or maqbool aam nizam,positive,roman_ur
hahaha waqai,neutral,roman_ur
الحمد لله بالسلامه جلالتك,positive,ar
I expect a lot at this price point for burger.,neutral,en
I'm now 14 weeks pregnant and have been coming to MomDoc since I was 5 weeks.,neutral,en
مجھے اس ریستوران کی سروس پسند نہیں آئی۔,negative,ur
"I was like I know you said that already I just want to know when he could be here, I didn't know anyone was going to try to send me flowers so I didn't know I had to be here for them.",negative,en
أحفر البئر بأبرة ولا تطلب الفأس رخيص صباح الخير,positive,ar
sehbaz shref chor hai,negative,roman_ur
un tamam awamil nay zulfiqar ali bhutto ky saisi soch ky khadokhal tashkeel deye tha,negative,roman_ur
sabiqa ummaton ki tarah tum per bhi rozay farz kiye gaye hain takay tum mut taqi ban jao,positive,roman_ur
Cons: sliding Bathroom door was challenging to lock/unlock.,negative,en
Better half had the baked cod with clam chowder.,neutral,en
"Staff was friendly enough, I suppose.",positive,en
etne pesoon main to ksi gaoon dehat main acha ca school benskta tha,positive,roman_ur
کیا حکومت آبادی میں اضافے کو روکنے کے لیے کوئی قانون نافذ کرے گی؟,neutral,ur
متسمية الاراضي بأسم حدا ومجرد مات رئيسها تموت الاردن كانت قبل لكثير ناس غير الاردنية وبلحظات سنة بطلت ارضهم رومان وغيرو والله اعلم بالتاريخ,negative,ar
I bought a new car.,neutral,en
علاج کے بعد میری طبیعت بہتر محسوس ہو رہی ہے۔,positive,ur
sirf korangi k log rabta karen,neutral,roman_ur
Vendor for beer and lemonade was bad in taste,negative,en
میں چاہتا ہوں کہ تمام اساتذہ طلباء کے ساتھ نرمی سے پیش آئیں۔,negative,ur
kuneee larkieee battaassa ha ka naii,neutral,roman_ur
نشالله يجينا عمر الخطاب وخالد ابن الوليد ليطهر هاض العالم المنافق,negative,ar
اس کتاب کا پلاٹ کافی دلچسپ ہے۔,positive,ur
میں آپ کی کارکردگی سے بہت متاثر ہوں۔,positive,ur
قلب الجامعة الاردنية فخر الصناعة الاردنية عاطل صراحتاً,positive,ar
غربت کی شرح آبادی میں اضافے سے منسلک ہے۔,negative,ur
main intehayi pareshan hal insan hun help me sir i need you,negative,roman_ur
صحت مند خوراک اپنانا زندگی کو بہتر بناتا ہے۔,positive,ur
اساتذہ کرام کی خدمات قابل ستائش ہیں۔,positive,ur
i may have blocked out the more negative comments though as a result of the practice i had in doing the same in high school.,negative,en
أخبرهم سخام قصدي صلاح مراهقين إمعات كانوا بزادوا بخونوا بجوسسوا فلسطينية الشتات بالذات فلسطينية الاردن تفضلوا هاد البيان الشريف ابناء مخيمات الاردن ولكم فشرتوا شوية سحيجة ووسخ تزاودوا على فلسطينية الشتات اللي كلنا عارفين ليه تهجروا نفسي امنشنهم بالذات هالواحد اللي عطست الناموسة بعمم عكل فلسطينية الاردن بنزل فيهم تخوين شتم قلعاط يقلعطكم مقرفين كريهين جدا,negative,ar
And I honestly have tried Sake and it was always too strong.,negative,en
"If you live in the east valley,  Arizona car wash co. on Guadalupe & AZ ave does a nice job.",positive,en
اللهُم بيوم الجمعه ارزقنا بـِ أشياء كانت ولازالت اول دُعائنا يارب اجعل جمِيع دعواتنا مُستجابه🤍,positive,ar
هاي وصلتي الكرك مبدئيا حاويات الزبالة مرسوم عليها علم اليهود يسعد دينكم يالكركية,positive,ar
unhay england main honi wale london open or malaysia main honi wale royal cup ka title jeetne ka aizaz bhi hasil hai,positive,roman_ur
aunty ko apnay mian pe gussa tha unhon ny khan sab pe utaar deya qatil,negative,roman_ur
سلامٌ عليكم ابطال الامة العربية، فخر الامة العربية ،سجل تاريخ الوطن العربي غزة فقط,positive,ar
إنّ لهذه الأُمّة جذورًا أعمق تُستأصل، وسيعود للأمّة مجدها، إِنّما سنن الله أَرضه وَالعَاقِبَةُ لِلمُتَّقِين إطمئنوا استغفروا,neutral,ar
هذا اجتمع عليه العرب اليوم وزيادة ملك الاردن يقول حياة الاسرائلين مساوية لحياة اهل فلسطين حول ولا قوة الا بالله,negative,ar
plz kaise ko maloom hua hai to btye,neutral,roman_ur
I repeat.,neutral,en
أسعد الله مساك بالخير,positive,ar
hanji bilkul apni hi aa,positive,roman_ur
ٹیسٹ کے نتائج کی رپورٹ دیر سے ملی۔,negative,ur
qatil chini semint gandum railway arzi scandal samait degar bezabtagiyon ki zimadari bhi wazeer e azam par daal dy gay,negative,roman_ur
mobile pe free news alerts hasil krne k lye follow expressurdu likh kr pr send kijie,neutral,roman_ur
Wife ordered Feta fries and a Gyro.,neutral,en
ank eye k us hessy ko kya kaha jata hy jhan image formed hoti hy,neutral,roman_ur
We go on Wednesdays for the $12.95 cut.,neutral,en
پرائیویٹ اسکولوں کا تعلیمی معیار سرکاری اسکولوں سے بہتر ہے۔,positive,ur
اس دوا کی خوراک کے بارے میں رہنمائی فرمائیں۔,neutral,ur
hahaha yar kasam se gira hua qanoon thook kar chaatne wala,neutral,roman_ur
There used to be an Autoshop next door that they now use for large parties.,neutral,en
میں اپنی صحت کے بارے میں بہت پریشان ہوں، براہ کرم مجھے مشورہ دیں۔,negative,ur
Visited there today to do my nails.,neutral,en
حمــاس إسرائيل رفضت التعامل عروضنا طوال الليل لاستمرار الهدنة لأن لديها قرارا مسبقا باستئناف العدوان التاجالإخباري عاجل الاردن,neutral,ar
mam yai bt hamari nabi hazrat muhammad sallallahu alaihi wasallam saal pahle bata gay the,neutral,roman_ur
Maybe someone has been paying a lot more attention to the details.,neutral,en
ایمرجنسی سروسز کے وقت پر نہ پہنچنے کی شکایت ہے۔,negative,ur
يخوان مين هادددد؟؟؟,neutral,ar
یہ فلم بہت بورنگ ہے۔,negative,ur
لطفك ورحمتك الله,positive,ar
الملك يترأس الوفد الأردني المشارك القمة العربية الإسلامية المشتركة غير العادية حول غزة الاردن القمةالعربيةالإسلامية,neutral,ar
اشتقت لمكه المدينه اشتقت اتوضأ انزل الحرم،اصلي استغفر ادعي وادعي وادعي وانا صافنه بالكعبه صافنه مافي اشي بقلبي عقلي الا أحلامي امنياتي الاستشفاء يلي انا فيه الآن تاركة الحياه بما فيها صعوبات ابتلاءات قصص مشاكل ورا ضهري وصافنه بالكعبه يارب ارجع,positive,ar
Next dish grossed me out badly.,negative,en
behtreen,positive,roman_ur
"On 12/19/15 my wife two kids ,and I stopped in the olive garden 2626 N. 75th Avenue, Phoenix, AZ 85035 (Desert Sky) for dinner.",neutral,en
یہ پرندہ خوبصورت گیت گا رہا تھا۔,positive,ur
urdu point walo tum logo ki waja se mulk badnaam hai saaf nazar ata hai pti ke followers ho tum log kaam se kaam media main to yai chez na lao haqiqat main ao uar haq ki bat dikhao sirf pti ke tattay na uthao,negative,roman_ur
"Then someone from back peeked me behind the curtain and moved on, without saying a single word.",neutral,en
allah pak jald murdarrr kre ameen,positive,roman_ur
کیا اس ہسپتال میں ایمرجنسی سہولیات موجود ہیں؟,neutral,ur
"My hair has grown well past my shoulders, down my back in so little time, due to the upkeep by Ms. Yolanda.",positive,en
ذہنی صحت کے مسائل کو نظر انداز نہیں کیا جا سکتا۔,negative,ur
"The first time, we were dressed in jeans and jerseys from the rugby match and told that it was a VIP service only.",negative,en
یہ عمارت بہت پرانی اور خستہ حال ہے۔,negative,ur
So much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .,negative,en
They were just chatting to each other.,negative,en
n ki maut ki wajah khuwab aawar goliyon ka ziyada doze tha,negative,roman_ur
"I've been a member here for almost 2 years, recently got my fiance signed up.",positive,en
janwaron ky rate kaam honi ka imkan qatil,positive,roman_ur
apka vote apki marzi,positive,roman_ur
یہ خبر بہت اچھی ہے۔,positive,ur
ap din ginny k elawa bhi kuch krty hen,neutral,roman_ur
حماة الديار الجيشالعربي الاردن ,positive,ar
عاجل إدارة بايدن أبلغت إسرائيل بصعوبة تحقيق أهدافها العسكرية سرايا الاردن عاجلسرايا,neutral,ar
انت مكتئب ولا زعلان؟,negative,ar
isi liye shahid ko dunioya ke behtareen all rounder ki suff mein shamil kiya jata hai,positive,roman_ur
عادل الله يضيق العدو ماقال حاتم يوقف قلبي سكربت,negative,ar
صفحة كلها فتن شويه مصر السودان الامارات الاردن السعودية الله يعينك حالك,negative,ar
Over and over again .,negative,en
The puff was amazing and it texture was so good,positive,en
"and I have been looking for a ""good pizza"", so far Pizza Hut is the best I've found in Charlotte.",positive,en
ہمیں آبادی کے مسائل پر زیادہ توجہ دینے کی ضرورت ہے۔,negative,ur
شطورة,neutral,ar
"The guy helping me out (who didn't introduce himself, & didn't have a name tag on) let me know that they were out of gluten free pizzas, but would be happy to make both my pizzas traditionally.",positive,en
يسعد صباحك بكل خير,positive,ar
لما حبسوا الإمام أحمد حنبل السجن جاءه السجان، فقال أبا عبد الله الحديث الذي روي الظلمة وأعوانهم صحيح؟ قال نعم، قال السجان فأنا أعوان الظلمة؟ قال أعوان الظلمة يأخذ شعرك ويغسل ثوبك ويصلح طعامك ويبيع ويشتري منك، فأما أنت فمنهم أنفسهم وفهمكم كفاية,negative,ar
یہ دوا واقعی بہت اچھی ہے۔,positive,ur
Not their fault.,neutral,en
حححبيبتي ذوقك ‍,positive,ar
As far as wells fargo goes I've never had an issue with them.,positive,en
صورة بما فعلت حماس لاطفال اسرائيل,neutral,ar
مریضوں کے رشتے داروں سے بد سلوکی کی شکایات موصول ہوئی ہیں۔,negative,ur
lekin jisko janti ho unhon ny koe behtari nahi ki phir bhi unke peeche kyun jana jab pata hai unke anay se kuch nahi hona bas ek bhutto ka nara lagani ke elawaa,negative,roman_ur
أبييييب مولعه اللهم وبارك اللهم سدد رمي المقاومة,positive,ar
your best options are spicy noodles and pad Thai!,positive,en
hafeez jalandhari january ko jhalandar main paida hue the aur december ko lahore mein inteqaal farmaya,neutral,roman_ur
"Last night, we took my parents out for their 63rd anniversary.",neutral,en
"Le vendeur m'a même dit, voyant que j'étais en arrière de la ligne et n'avait plus personne après moi...je vais te donner des bagel chaud si t'attends 1 minutes.",neutral,en
four saal se karobaar band hai,negative,roman_ur
شكر على واجب ياخوي انت الشباب يعطيكم الف عافيه مجهود عمل تشكرون عليه عساكم عالقوه القادم اجمل كلنا بخدمة شعار النادي,positive,ar
اساتذہ کی محنت سے طلباء نے بہت اچھی کارکردگی کا مظاہرہ کیا۔,positive,ur
وحدة ممحونة تبعث خاص وحدة بدها انيكها الاردن تبعث خاص كمان فحلاردني قحبة معصيتيرحتي,neutral,ar
samajh ni aie kea lgana h,neutral,roman_ur
یونیورسٹی انتظامیہ نے فیسوں میں اضافہ کر دیا ہے۔,negative,ur
drama band karwa do but yah shadi nahi ho ni chahiyah,neutral,roman_ur
آپ کی سروس بہت خراب ہے۔,negative,ur
She agreed and said she would see me the next day.,neutral,en
janubi americi riyasat mein barishon nay riyasat mein sala record toot gia sailab aur tufani barish say afrad halak,negative,roman_ur
أضرار لحقت بقطاع غزة جراء عدوان الاحتلال إحصائية الأردن هلاأخبار,negative,ar
once upon a time the model made a nice genuine  super decision.,positive,en
jab kholta tha tab kuch nazar nai ata tha,neutral,roman_ur
I had to wait thirty minutes.,negative,en
کیا آپ براہ کرم اس نصابی کتاب کا نیا ایڈیشن جاری کر سکتے ہیں؟,neutral,ur
humara favourite mashgalla,neutral,roman_ur
نیشنل ہیلتھ سروسز کی کارکردگی اطمینان بخش ہے۔,positive,ur
to nahi to koe or bhi nahi,negative,roman_ur
mohlat ky bad new drama,neutral,roman_ur
دیر سے شادی اور کم بچے پیدا کرنے کا رجحان بڑھ رہا ہے۔,neutral,ur
kashh wait na krna prta hoooo,negative,roman_ur
allah talah zindgi r sehat dain ameen,positive,roman_ur
اس دوا کی تاثیر کے بارے میں آپ کا کیا خیال ہے؟,neutral,ur
مجھے فوری طور پر اس مسئلے کا حل درکار ہے۔,negative,ur
کیا یہ نیا ریستوران کھلا ہے؟,neutral,ur
بیماری سے صحت یابی کے بعد میری زندگی میں مثبت تبدیلی آئی ہے۔,positive,ur
ap nay mangvay hain,neutral,roman_ur
آج سورج نہیں نکلا۔,neutral,ur
yun to iqbal bano ny barhe barhe shoara ka kalam gaya qatil magar mayanaz poet faiz ahmed faiz ki nazmon or ghazlon ko inho ny is kamal mahrat ke saath gaya ke suni walo par sehar taari ho jata tha,positive,roman_ur
والله البكاء يَكفينا، ولا نملك سوى الدعاء، سامحونا قَصُرت أيدينا، وبَعدت المسافة ولا نقول إلا كما قال رسول الله آواكم الله حفظكم الله نصركم الله ثبتكم الله أيدكم الله,positive,ar
"As with any office, they tend to get very busy so be prepared to wait.",negative,en
میں موسیقی سن رہا ہوں۔,neutral,ur
•°••°• أياما رحبة مزهرة مليئة بلطفك وفضلك وكرمك ياااااااارب صبـــــاحالخـيـــر •°••°•,positive,ar
یہ حکومتی پروگرام آبادی کے مسائل حل کر رہا ہے۔,positive,ur
بحس الاداء يكون نار اليوم,positive,ar
krna kya hai aur kaisy uper se guzr gya,negative,roman_ur
manhosu phle to bje ka kaha tha tm logu ne m bje w krti ri,negative,roman_ur
میرا آج کا دن بہت اچھا گزرا۔,positive,ur
تسب ايسا,neutral,ar
غزة تركت وحيدة وغزه ستنتصر لوحدها  فلسطينالان السودانخارجالتغطيةالإعلامية طوفانالاقصى,positive,ar
احسنت تجاهلوا الذباب الإلكتروني اللي موعاجبهم اللي يصير فلسطين الفخر والعزة  تعملوا لهم قيمه بالرد على منشوراتهم فأغلبهم يبحث الإعجابات والمتابعات على حساب المبادئ وجزء متصهين اتباع بدرية ومن معه طوفانالأقصى فلسطین غزهتقاوم فراسالماسي,negative,ar
"I like sushi, but my experiences at such restaurants all seem to blur together.",neutral,en
Although I had been to Las Vegas I wasn't familiar with the best place to hold a dinner after the ceremony.,neutral,en
bahi aj pti walay pp man meetha sarbat bant rahy thy do glass piye han man nay ppp walay roz khanay ki dawat datay han pearl inn hal mian wahan nahi ja sakha abhi tak,positive,roman_ur
It is too bad that this likable movie is n't more accomplished .,negative,en
ياخي سبايك مدري ليه للحين تناقشونهم,negative,ar
kunyaalan haji age y white qamees amp dhoti pehni hai aaj subah baldia se lapata hain jis kisi ko milay plz cnt,negative,roman_ur
انت ملك مملكة الاردن وما يليق الكذب,positive,ar
They quoted 45 minutes and so I went to the store and came back at 35 minutes.,neutral,en
The sub artist helped me and my crazy thoughts put together a bad a$$ sandwich.,positive,en
ma kb karteeee jotha,neutral,roman_ur
ساعه ماقالوا هيهجروا الفلسطينيين يعتبر الدولتين اللي اتكلموا عدم التهجير هما الاردن ومصر يمكن دول اكتر الدول اللي كانوا ليهم دور ومتابعين اخبار الحرب وكمان قطر، لكن رغم كده احنا بنعرف نعبر رأينا جوه بلدنا ناس عارفين يعبروا رأيهم بلدهم اوحتى يرفعوا علم,negative,ar
آبادی کے کنٹرول کے نتائج مثبت ہیں۔,positive,ur
هيئة الطاقة تحديد قيمة تعرفة بند فرق أسعار الوقود فاتورة الكهرباء للشهر المقبل للعام الحالي الطاقة تخفيض سعر البنزين اوكتان بمقدار قروش والبنزين اوكتان بمقدار قروش الاردنالان,neutral,ar
kia soch rahy hain ap bikul apny baba ki tarha hain ap,positive,roman_ur
مجھے بخار اور کھانسی ہے۔,neutral,ur
Also have grandchildren that travel with me and aren't kind to the interior.,neutral,en
الهيئة الخيرية الأردنية الهاشمية طائرة مساعدات جديدة للأهل غزة صور مدار الساعة مدارالساعة الاردن الأردن,neutral,ar
swing ke sultan ko duniya ke azeem tareen bowlers ki list mein shamil karta hai,positive,roman_ur
بڑھتی ہوئی آبادی کی ضروریات پوری کرنا مشکل ہے۔,negative,ur
وهاي اللي نرفزتني,neutral,ar
gud lala,neutral,roman_ur
پسماندہ علاقوں میں آبادی کی شرح تشویشناک حد تک زیادہ ہے۔,negative,ur
ji bht pyari lag rh hain yh,positive,roman_ur
کیا آپ اس امتحان کے نتائج بتا سکتے ہیں؟,neutral,ur
han he ya ahoo,positive,roman_ur
beshak kissi or k bas ka kaam nh ya,positive,roman_ur
حکومتی صحت پالیسیاں بہت اچھی ہیں۔,positive,ur
الله يرحمه ويغفرله ويتقبله الشهداء يارب,positive,ar
"Eventually the tacos arrived, approximately 1 hour after we showed up.",negative,en
مجھے بخار اور گلے میں درد کی شکایت ہے۔,negative,ur
میں نے ایک نیا فون خریدا ہے۔,positive,ur
یہ خدمت قابل قبول نہیں ہے۔,negative,ur
فعالياتتعليميةظفار مدرسةالسعادة أخصائيةالأنشطة قسمالدراساتالاجتماعية عدسةمحترفيظفار,neutral,ar
diggi mast hai,positive,roman_ur
کیا سکول کے قریب کوئی نیا کالج کھولا جا رہا ہے؟,neutral,ur
میں نے آج کچھ نیا سیکھا ہے۔,positive,ur
oh yes jis ne face pe aata mala hoa hota hai haina,negative,roman_ur
august ko hone wale intakhabat mein shaukat azizke muqabil ard ke mutafiqa umeedwar makhdum javed hashmi the lekin hashmi ke production order jari karne se speaker ke inkar par opposition ne intakhabat ka bicote kar deya aur shaukat aziz votes hasil kar ke wazir e azam muntakhib ho gaye is se ugle roz unhon ne apne uhde ka halaf uthaya aur isi roz assembly se atemad ka vote bhi hasil kiya,neutral,roman_ur
بڑھتی ہوئی آبادی کے مسائل حل طلب ہیں۔,neutral,ur
ہمیں اپنے بچوں کی تعلیم پر خصوصی توجہ دینی چاہیے۔,positive,ur
hum kbhi cast qatil me bhedvaw nahi kiye har qatil darm ko mante hai khuda kaha banta hai,neutral,roman_ur
"After the video, the orchestra then began playing their traditional Christmas music, which was much appreciated and was very good.",positive,en
للدين,neutral,ar
حبايبي الله يلعنهم يارب أنت المنتقم الجبّار يااارب الاحتلال يجوعنا نحن منذ أيام طويلة نجد ماءً ولا طعاماً مؤتمر أطفال غزة,positive,ar
الله يرحم والدك ووالدي وجميع موتى المسلمين يارب,negative,ar
صباحكم ورد وياسمين •° اللهـــــــــــــــــم أكتب لنا أيام جميلة، وأخبار مفرحة ونفس قنوعة راضية بكل قدر كتب لها ,positive,ar
طلباء کو جدید ٹیکنالوجی کے استعمال کی ترغیب دینی چاہیے۔,positive,ur
munasib tadat main deyanatdar bakirdar or khouf e khuda rakhne wale judges ki kami hamesh hi ek masla rahe hai lekin aaj kal jo kuch ho raha hai i sne pore nizam e adal ki choleinholadi hain or awam ka aitmad adalto se uthta jar aha hai,negative,roman_ur
اسکول میں اساتذہ کی کمی ہے۔,negative,ur
 وتقول لماذا خرج؟ قصفوه وابنه سيارتهم لماذا خرج؟ خرج يشتري ربطة خبز خرج يجد الماء لأولاده العطشى خرج يبحث مكان آمن غزة وتلومه وتصدق الاحتلال يقاتل بشرف وتصدق الاحتلال يتورع القتل وضح النهار يحفظ وعدًا عهدًا وأن الدور بعده يأتي عليك,neutral,ar
طلباء کے لیے ہاسٹل کی سہولت بہتر بنائی جائے۔,negative,ur
"After a morning spent thrifting at the Goodwill across the street with my mom, we were starved!",neutral,en
There was a band at the beginning of the night but as it progress they had a DJ.,neutral,en
nice assalam o alikom kce he ap,positive,roman_ur
is confrince ma bethe har shaksh ki nigah nechi ha zahir han akhir han to muslims chahe name ky he ku na hn thooora sa he zameer malamat kar to raha ho ga ky hum na he ya drama kya or hum he muzamat kar rae hn mera in sab se sawal ha kya ap na marna nahi ha kya qayamat nahi ae ge kya allah ky wajod se munkir han ap itna zulm ek kalma goo pa apni quom pa jis ky tax ky passon pa pal rae ho ap sab kuch to sharam kro,positive,roman_ur
I heard this place had great food and also had food ok for HCG diet.,neutral,en
السعودية قطر الامارات مصر البحرين الاردن,neutral,ar
کیا آپ مجھے قریبی فارمیسی کے بارے میں بتا سکتے ہیں؟,neutral,ur
عظيم عظيييم أترون أرى أفي حلمٍ نحن علم,neutral,ar
"So what can I get for you?!""",neutral,en
The duration of the process is one of the downsides of using a home warranty company.,negative,en
یہ پروگرام بہت دلچسپ ہے۔,positive,ur
کیا آپ مجھے اس پروڈکٹ کی تاریخ بتا سکتے ہیں؟,neutral,ur
کیا آپ مجھے آبادی کے شماریاتی اعداد و شمار فراہم کر سکتے ہیں؟,neutral,ur
meerab deserve this bcz husband tha uska sabsy lar gaya uske liye so she deserves that,neutral,roman_ur
تعلیم کے معیار کو بہتر بنانے کی ضرورت ہے۔,negative,ur
ya dunya ve mamlh hy fb ka bat kar lo tujy vazu ka treeka ky allah ky hukm sy sab btu gaa,neutral,roman_ur
کیا آپ مجھے راستہ بتا سکتے ہیں؟,neutral,ur
The review said it took 15 minutes to get drinks and over 40 minutes for food and the server never checked on them in between.,negative,en
آبادی کے لحاظ سے وسائل کی تقسیم کا جائزہ لینا ضروری ہے۔,neutral,ur
عقدة ايران انها جبانة وتخاف نفسها، شعبها يريد قيادته السياسية لانها تمارس عليه ديكتاتورية الحكم وديكتاتورية المعتقد، القادة منفصلون واقع الشعب واضاعوا كثيرا مقدرات الشعب تمدد استعماري بعيد، البلاد حاجة الى كثير ركب الحضارة ومتخلفة، عدا الاسلحة بالطبع،,negative,ar
آبادی کی منصوبہ بندی کے لیے سیمینار منعقد کیا گیا ہے۔,neutral,ur
My innocent stroll through the Venetian shops before dinner somehow turned into me walking out of S.Y.L.K.,neutral,en
ڈاکٹر صاحب نے بہت اچھی طرح سے میری بیماری کی تشخیص کی۔,positive,ur
کیا آپ مجھے اس علاقے کی جغرافیائی خصوصیات بتا سکتے ہیں؟,neutral,ur
hahaha konse,neutral,roman_ur
یہ دوا جلدی اثر نہیں کر رہی ہے۔,negative,ur
It was a great vibe and it seems like it would be a cool place to hang when there are other people around. It was excellent and fun.,positive,en
المي عنا قطعت بشكل نهائي النت معدودم اتصالنا الناس والعالم نموت وتم إبادتنا وما داري عنا النت قاعد شوي شوي بختفي، وهما كلهم اتنين تلاتة الي بغردو هان وبنتطمن منهم انهم موجودين بنحس انه فيه ناس لسا ناجية معنا وسط ريحة الموت الي بالجو مرهقين جدا الي بصير,negative,ar
عيونك نفق شافته الا بعد شهريين,positive,ar
qayam e pakistan ke baad un ki pheli film hichkole thijo mein numaish ke leye pesh hoi,positive,roman_ur
